ticker,Option Open Date,Spot Price,Option Strike,Option Initial Price,Option Final Price,Option Close Date,Options PNL,lot_size,Options SL,Re-entry,Reentry Count,Nifty Spot Price,Nifty Option Strike,Nifty Option Final Price,Nifty Option Initial Price,Nifty Option Close Date,Nifty lot_size,Nifty Options PNL,Option SL
RELIANCE.EQ-NSE,2019-01-28,1230.5,1208.55,8.865956671455129,26.597870014365384,2019-01-30,-10087.232295844924,568.8744412840309,0,False,0,10661.55,10600.0,45.1,42.0,0,65.65649459975333,-203.5351332592354,Intraday SL Hit
RELIANCE.EQ-NSE,2019-02-25,1231.3,1228.35,16.93942559574109,9.01454812404935,2019-02-28,4505.331137971427,568.5048322910745,0,False,0,10880.1,10850.0,47.0,36.5,0,64.33764395547834,-675.5452615325225,No SL Hit
RELIANCE.EQ-NSE,2019-03-25,1328.9,1307.6,8.915487155653203,0.0495304841980733,2019-03-28,4670.155519616668,526.7514485664835,0,False,0,11354.25,11300.0,0.1,30.35,0,61.650923662945594,1864.9404408041041,No SL Hit
RELIANCE.EQ-NSE,2019-04-22,1344.0,1327.4,12.778864923102924,0.0495304841980733,2019-04-25,6629.861686929611,520.8333333333334,0,False,0,11594.45,11550.0,0.05,32.05,0,60.3737132852356,1931.958825127539,No SL Hit
RELIANCE.EQ-NSE,2019-05-27,1313.5,1307.6,18.32627915328714,0.0495304841980733,2019-05-30,9740.17820202691,532.9272934906737,0,False,0,11924.75,11900.0,0.05,60.65,0,58.701440281766914,3557.307281075075,No SL Hit
RELIANCE.EQ-NSE,2019-06-24,1261.85,1248.15,9.90609683961467,0.0495304841980733,2019-06-27,5467.842016714838,554.7410548004914,0,False,0,11699.65,11650.0,0.05,36.0,0,59.83084964080122,2150.919044586804,No SL Hit
RELIANCE.EQ-NSE,2019-07-22,1278.1,1268.0,14.165718480648978,42.49715544194694,2019-07-25,-15516.787319387036,547.6879743369063,0,False,0,11346.2,11300.0,63.9,36.5,0,61.694664292891005,-1690.4338016252134,Intraday SL Hit
RELIANCE.EQ-NSE,2019-08-26,1265.0,1248.15,13.076047828291363,16.74130365894879,2019-08-29,-2028.2048074784182,553.3596837944664,0,False,0,11057.85,11000.0,50.1,56.3,0,63.30344506391387,392.4813593962657,No SL Hit
RELIANCE.EQ-NSE,2019-09-23,1237.6,1228.35,18.871114479465948,0.0495304841980733,2019-09-26,10645.692305015767,565.6108597285069,0,False,0,11600.2,11550.0,0.05,72.0,0,60.34378717608317,4341.735487319184,No SL Hit
RELIANCE.EQ-NSE,2019-10-29,1471.0,1466.1,17.830974311306406,15.998346395977691,2019-10-31,872.0867034195107,475.8667573079538,0,False,0,11786.85,11750.0,0.05,32.75,0,59.388216529437464,1941.9946805126053,No SL Hit
RELIANCE.EQ-NSE,2019-11-25,1561.7,1545.35,12.976986859895216,0.0495304841980733,2019-11-28,5794.467223530768,448.22949350067233,0,False,0,12073.75,12000.0,0.05,25.75,0,57.97701625427063,1490.009317734755,No SL Hit
RELIANCE.EQ-NSE,2019-12-23,1570.0,1545.35,7.132389724522563,21.39716917356769,2019-12-26,-6360.092747981904,445.859872611465,0,False,0,12262.75,12200.0,73.35,15.6,0,57.08344376261442,-3296.5688772909825,Intraday SL Hit
RELIANCE.EQ-NSE,2020-01-27,1508.0,1485.9,8.42018231367247,25.26054694101741,2020-01-28,-7817.145384046059,464.19098143236073,0,False,0,12119.0,12050.0,61.55,38.0,0,57.760541298787025,-1360.2607475864343,Intraday SL Hit
RELIANCE.EQ-NSE,2020-02-24,1446.0,1426.5,13.224639280885585,39.673917842656756,2020-02-26,-12803.938446223943,484.09405255878283,0,False,0,11829.4,11800.0,172.6,76.0,0,59.17459888075473,-5716.266251880907,Intraday SL Hit
RELIANCE.EQ-NSE,2020-03-23,890.0,871.75,49.53048419807335,0.0495304841980733,2020-03-26,38917.604044621,786.5168539325842,0,False,0,7610.25,7550.0,0.05,336.5,0,91.98120955290563,30947.077954075095,No SL Hit
RELIANCE.EQ-NSE,2020-04-27,1429.8,1406.65,27.538949214128785,0.0495304841980733,2020-04-30,13458.241090328367,489.57896209260036,0,False,0,9282.3,9200.0,0.05,80.0,0,75.41234392338106,6029.216896674316,No SL Hit
RELIANCE.EQ-NSE,2020-05-26,1427.2,1406.65,7.65,0.1,2020-05-28,3703.054932735426,490.4708520179372,0,False,0,9029.05,8950.0,0.05,41.55,0,77.52753611952532,3217.392748960301,No SL Hit
