ticker,Option Open Date,Spot Price,Option Strike,Option Initial Price,Option Final Price,Option Close Date,Options PNL,lot_size,Options SL,Re-entry,Reentry Count,Option SL
RELIANCE.EQ-NSE,2019-11-01,1456.15,1525.55,14.661023322629712,43.983069967889136,2019-11-20,-14095.685644804174,480.71970607423685,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2019-12-02,1586.8,1644.4,14.859145259422004,0.0495304841980733,2019-12-26,6533.10457692006,441.13940005041593,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2020-01-01,1511.8,1585.0,14.116187996450904,0.0495304841980733,2020-01-30,6513.20297564293,463.024209551528,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2020-02-03,1386.0,1426.5,17.830974311306406,53.49292293391922,2020-02-14,-18011.085162935764,505.050505050505,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2020-03-02,1322.0,1367.05,26.74646146695961,0.0495304841980733,2020-03-26,14136.045149722448,529.500756429652,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2020-04-01,1081.2,1149.1,53.49292293391922,168.4036462734494,2020-04-22,-74396.5097462737,647.4287828338882,0,False,0,Overnight SL Hit
RELIANCE.EQ-NSE,2020-05-04,1434.45,1525.55,44.577435778266015,0.05,2020-05-28,21729.028578748796,487.99191327686566,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2020-06-01,1521.9,1604.8,20.15,60.449999999999996,2020-06-05,-18536.040475721136,459.9513765687627,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2020-07-01,1736.8,1840.0,35.7,132.95,2020-07-13,-39195.64716720404,403.0400736987563,0,False,0,Overnight SL Hit
RELIANCE.EQ-NSE,2020-08-03,2007.0,2120.0,47.5,142.5,2020-08-05,-33134.03089187843,348.7792725460887,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2020-09-01,2092.0,2220.0,38.5,115.5,2020-09-10,-25764.818355640535,334.6080305927342,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2020-10-01,2229.3,2380.0,36.85,0.05,2020-10-29,11555.196698515228,313.9999102857399,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2020-11-02,1876.0,1980.0,54.25,0.05,2020-11-26,20223.880597014926,373.13432835820896,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2020-12-01,1954.0,2100.0,30.8,0.05,2021-01-28,11015.864892528147,358.23950870010236,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2021-02-01,1899.1,2020.0,30.65,91.94999999999999,2021-02-12,-22594.913380022113,368.5956505713233,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2021-03-01,2103.05,2240.0,30.05,0.05,2021-03-25,9985.497253988255,332.84990846627517,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2021-04-01,2020.0,2120.0,33.7,0.1,2021-04-29,11643.564356435643,346.53465346534654,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2021-05-03,1955.9,2040.0,36.0,0.05,2021-05-27,12866.199703461321,357.89150774579474,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2021-06-01,2164.7,2240.0,36.3,0.05,2021-06-24,11722.178592876613,323.3704439414238,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2021-07-01,2099.95,2180.0,36.15,0.05,2021-07-29,12033.619848091623,333.34127003023883,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2021-08-02,2070.0,2140.0,19.65,58.949999999999996,2021-08-16,-13289.855072463768,338.1642512077295,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2021-09-01,2266.0,2360.0,22.65,67.94999999999999,2021-09-03,-13993.82171226831,308.9143865842895,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2021-10-01,2525.2,2620.0,49.9,149.7,2021-10-11,-27665.13543481704,277.2057658799303,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2021-11-01,2539.0,2620.0,46.0,0.05,2021-11-25,12668.373375344623,275.69909413154784,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2021-12-01,2467.05,2560.0,37.75,0.05,2021-12-30,10696.986279159319,283.7396891023692,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-01-03,2406.05,2480.0,37.5,0.05,2022-01-27,10895.451050476924,290.9332723758858,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-02-01,2383.0,2460.0,36.4,0.05,2022-02-24,10677.717163239613,293.7473772555602,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-03-02,2395.8,2480.0,40.5,121.5,2022-03-25,-23666.416228399696,292.1779781283913,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2022-04-01,2660.0,2760.0,37.0,42.55,2022-04-28,-1460.5263157894728,263.1578947368421,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-05-02,2780.8999,2880.0,52.6,0.05,2022-05-26,13227.732504862906,251.71707906494586,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-06-01,2632.5,2740.0,44.15,0.05,2022-06-30,11726.495726495727,265.90693257359925,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-07-01,2406.0,2500.0,59.5,0.05,2022-07-28,17296.342477140486,290.93931837073984,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-08-01,2570.0,2660.0,35.0,0.05,2022-08-25,9519.45525291829,272.3735408560311,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-09-01,2563.8999,2660.0,43.0,0.05,2022-09-29,11726.276833194619,273.02157935261044,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-10-03,2367.95,2460.0,36.75,0.05,2022-10-27,10849.046643721364,295.61434996515976,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-11-01,2531.0,2620.0,26.0,0.05,2022-11-24,7177.005136309759,276.57052548399844,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2022-12-01,2725.55,2840.0,23.45,0.05,2022-12-29,6009.796187925372,256.8288969198877,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-01-02,2577.8999,2660.0,23.8,0.05,2023-01-25,6449.047924630433,271.5388599844393,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-02-01,2340.8,2420.0,29.55,0.05,2023-02-23,8821.77033492823,299.0430622009569,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-03-01,2345.5,2440.0,21.15,0.05,2023-03-29,6297.164783628224,298.4438286079727,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-04-03,2331.05,2400.0,26.4,0.05,2023-04-27,7912.743184401877,300.2938589905836,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-05-02,2440.2,2520.0,15.9,0.05,2023-05-25,4546.758462421113,286.8617326448652,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-06-02,2455.0,2520.0,25.0,10.0,2023-06-28,4276.985743380856,285.132382892057,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-07-03,2614.0,2680.0,31.75,95.25,2023-07-10,-17004.59066564652,267.78882938026015,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2023-08-02,2484.0,2560.0,26.8,0.05,2023-08-31,7538.244766505635,281.80354267310787,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-09-01,2411.4,2480.0,30.95,0.05,2023-09-28,8969.893008210996,290.28779961847886,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-10-03,2318.4,2380.0,25.0,0.05,2023-10-26,7533.212560386472,301.9323671497584,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2023-11-01,2294.7,2360.0,15.95,47.849999999999994,2023-11-29,-9731.11953632283,305.05076916372514,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2023-12-01,2395.0,2460.0,22.0,66.0,2023-12-18,-12860.125260960334,292.2755741127349,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2024-01-01,2588.45,2660.0,37.0,111.0,2024-01-15,-20011.976279240473,270.43211188162803,0,False,0,Intraday SL Hit
RELIANCE.EQ-NSE,2024-02-01,2851.5,2940.0,34.35,0.2,2024-02-29,8383.307031386988,245.48483254427495,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2024-03-01,2977.0,3060.0,47.5,0.05,2024-03-28,11157.205240174673,235.136042996305,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2024-04-01,2974.8,3060.0,36.45,0.05,2024-04-25,8565.28169961006,235.3099368024741,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2024-05-02,2938.25,3020.0,32.0,0.05,2024-05-30,7611.67361524717,238.23704586063133,0,False,0,No SL Hit
RELIANCE.EQ-NSE,2024-06-03,3028.0,3100.0,68.5,0.05,2024-06-27,15823.976221928666,231.17569352708057,0,False,0,No SL Hit
TCS.EQ-NSE,2019-01-01,1905.9,1980.0,39.0,30.3,2019-01-31,3195.34078388163,367.2805498714518,0,False,0,No SL Hit
TCS.EQ-NSE,2019-02-01,2024.9,2100.0,25.0,0.05,2019-02-28,8625.117289742702,345.69608375722254,0,False,0,No SL Hit
TCS.EQ-NSE,2019-03-01,1995.0,2100.0,18.4,0.05,2019-03-28,6438.59649122807,350.87719298245617,0,False,0,No SL Hit
TCS.EQ-NSE,2019-04-01,2034.95,2120.0,37.0,73.75,2019-04-25,-12641.588245411434,343.9887957935084,0,False,0,No SL Hit
TCS.EQ-NSE,2019-05-02,2215.0,2300.0,26.5,0.05,2019-05-30,8358.916478555304,316.0270880361174,0,False,0,No SL Hit
TCS.EQ-NSE,2019-06-03,2240.05,2320.0,18.0,0.05,2019-06-27,5609.249793531393,312.49302470926983,0,False,0,No SL Hit
TCS.EQ-NSE,2019-07-01,2233.8999,2320.0,31.8,0.05,2019-07-25,9948.968617618006,313.3533422871813,0,False,0,No SL Hit
TCS.EQ-NSE,2019-08-01,2178.3,2260.0,20.15,0.05,2019-08-29,6459.1654042142945,321.35151264747736,0,False,0,No SL Hit
TCS.EQ-NSE,2019-09-03,2246.0,2320.0,24.55,0.05,2019-09-26,7635.79697239537,311.6651825467498,0,False,0,No SL Hit
TCS.EQ-NSE,2019-10-01,2060.3,2160.0,37.35,112.05000000000001,2019-10-31,-25379.799058389555,339.75634616318007,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2019-11-01,2207.0,2300.0,26.0,0.05,2019-11-28,8230.629814227457,317.17263253285,0,False,0,No SL Hit
TCS.EQ-NSE,2019-12-02,2020.0,2100.0,27.15,81.44999999999999,2019-12-18,-18816.831683168315,346.53465346534654,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2020-01-01,2170.0,2260.0,32.95,0.05,2020-01-30,10612.903225806453,322.5806451612903,0,False,0,No SL Hit
TCS.EQ-NSE,2020-02-03,2110.0,2180.0,24.8,0.05,2020-02-27,8210.90047393365,331.7535545023697,0,False,0,No SL Hit
TCS.EQ-NSE,2020-03-02,2002.7,2060.0,40.75,0.05,2020-03-26,14225.79517651171,349.5281370150297,0,False,0,No SL Hit
TCS.EQ-NSE,2020-04-01,1714.0,1800.0,87.0,220.0,2020-04-30,-54317.3862310385,408.4014002333722,0,False,0,No SL Hit
TCS.EQ-NSE,2020-05-04,1930.5,2020.0,52.2,0.05,2020-05-28,18909.608909608913,362.6003626003626,0,False,0,No SL Hit
TCS.EQ-NSE,2020-06-01,2038.0,2120.0,32.95,0.15,2020-06-25,11265.94700686948,343.4739941118744,0,False,0,No SL Hit
TCS.EQ-NSE,2020-07-01,2095.0,2200.0,36.95,110.85000000000001,2020-07-07,-24692.124105011935,334.1288782816229,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2020-08-03,2249.0,2340.0,49.3,0.05,2020-08-27,15329.035126722989,311.2494441974211,0,False,0,No SL Hit
TCS.EQ-NSE,2020-09-01,2250.0,2340.0,38.45,115.35000000000001,2020-09-14,-23924.444444444445,311.1111111111111,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2020-10-01,2538.7,2660.0,42.0,126.0,2020-10-05,-23161.460590065784,275.73167369125935,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2020-11-02,2608.0,2720.0,34.8,3.0,2020-11-26,8535.27607361963,268.4049079754601,0,False,0,No SL Hit
TCS.EQ-NSE,2020-12-01,2729.0,2850.0,39.25,4.95,2020-12-31,8798.094540124588,256.5042139978014,0,False,0,No SL Hit
TCS.EQ-NSE,2021-01-01,2930.5,3060.0,53.35,160.05,2021-01-11,-25487.11823920833,238.86708752772563,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2021-02-01,3155.8999,3300.0,46.5,0.05,2021-02-25,10302.92500722219,221.8067816409513,0,False,0,No SL Hit
TCS.EQ-NSE,2021-03-01,2935.0,3060.0,54.9,7.0,2021-03-25,11424.19080068143,238.5008517887564,0,False,0,No SL Hit
TCS.EQ-NSE,2021-04-01,3167.0,3300.0,62.0,0.05,2021-04-29,13692.769182191349,221.02936532996526,0,False,0,No SL Hit
TCS.EQ-NSE,2021-05-03,3036.0,3140.0,46.65,35.0,2021-05-27,2686.1001317523055,230.566534914361,0,False,0,No SL Hit
TCS.EQ-NSE,2021-06-01,3153.8999,3250.0,38.95,116.85000000000001,2021-06-24,-17289.705358118692,221.94743720306406,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2021-07-01,3338.0,3450.0,54.5,0.05,2021-07-29,11418.514080287598,209.7064110245656,0,False,0,No SL Hit
TCS.EQ-NSE,2021-08-02,3220.0,3320.0,25.0,75.0,2021-08-13,-10869.565217391304,217.3913043478261,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2021-09-01,3718.0,3840.0,41.9,125.69999999999999,2021-09-15,-15777.299623453468,188.27326519634212,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2021-10-01,3728.0,3840.0,97.2,0.05,2021-10-28,18241.68454935622,187.76824034334763,0,False,0,No SL Hit
TCS.EQ-NSE,2021-11-01,3482.3501,3580.0,53.35,0.05,2021-11-25,10714.029011614886,201.01367751622675,0,False,0,No SL Hit
TCS.EQ-NSE,2021-12-01,3579.0,3680.0,38.9,67.1,2021-12-30,-5515.507124895221,195.58535903883765,0,False,0,No SL Hit
TCS.EQ-NSE,2022-01-03,3815.0,3920.0,61.45,0.05,2022-01-27,11266.05504587156,183.4862385321101,0,False,0,No SL Hit
TCS.EQ-NSE,2022-02-01,3805.0,3900.0,48.5,0.05,2022-02-24,8913.272010512484,183.96846254927726,0,False,0,No SL Hit
TCS.EQ-NSE,2022-03-02,3549.0,3660.0,58.95,78.0,2022-03-31,-3757.3964497041416,197.23865877712032,0,False,0,No SL Hit
TCS.EQ-NSE,2022-04-01,3758.0,3860.0,63.0,0.05,2022-04-28,11725.65194252262,186.26929217668973,0,False,0,No SL Hit
TCS.EQ-NSE,2022-05-02,3538.7,3640.0,39.25,0.05,2022-05-26,7754.260038997372,197.81275609687174,0,False,0,No SL Hit
TCS.EQ-NSE,2022-06-01,3356.0,3450.0,50.0,0.05,2022-06-30,10418.653158522051,208.58164481525625,0,False,0,No SL Hit
TCS.EQ-NSE,2022-07-01,3331.0,3440.0,50.0,0.05,2022-07-28,10496.84779345542,210.14710297208046,0,False,0,No SL Hit
TCS.EQ-NSE,2022-08-01,3298.6499,3400.0,38.0,0.05,2022-08-25,8053.2947737193945,212.20803092804726,0,False,0,No SL Hit
TCS.EQ-NSE,2022-09-01,3135.95,3240.0,49.8,0.05,2023-04-27,11105.087772445353,223.2178446722684,0,False,0,No SL Hit
TCS.EQ-NSE,2023-05-02,3216.95,3320.0,18.5,0.05,2023-05-25,4014.6722827522963,217.59741369931146,0,False,0,No SL Hit
TCS.EQ-NSE,2023-06-02,3306.3999,3400.0,22.15,0.05,2023-06-28,4678.804883825456,211.71062822739623,0,False,0,No SL Hit
TCS.EQ-NSE,2023-07-03,3274.0,3360.0,41.25,123.75,2023-07-14,-17638.973732437385,213.80574221136226,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2023-08-02,3431.1499,3540.0,30.1,0.05,2023-08-31,6130.597791719913,204.0132376612284,0,False,0,No SL Hit
TCS.EQ-NSE,2023-09-01,3374.0,3480.0,27.0,81.0,2023-09-12,-11203.31950207469,207.4688796680498,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2023-10-03,3507.1,3600.0,42.6,0.05,2023-10-26,8492.77180576545,199.59510706851816,0,False,0,No SL Hit
TCS.EQ-NSE,2023-11-01,3311.25,3420.0,26.75,80.25,2023-11-16,-11309.928274820686,211.40052850132125,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2023-12-01,3512.0,3620.0,27.15,81.44999999999999,2023-12-08,-10822.892938496581,199.31662870159454,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2024-01-01,3803.0,3900.0,77.7,0.05,2024-01-25,14292.66368656324,184.06521167499344,0,False,0,No SL Hit
TCS.EQ-NSE,2024-02-01,3842.65,3940.0,48.15,144.45,2024-02-06,-17542.581291556606,182.16595318335004,0,False,0,Intraday SL Hit
TCS.EQ-NSE,2024-03-01,4093.0,4200.0,71.55,0.05,2024-03-28,12228.194478377718,171.02369899828977,0,False,0,No SL Hit
TCS.EQ-NSE,2024-04-01,3924.65,4020.0,66.75,0.05,2024-04-25,11896.60224478616,178.35985374491992,0,False,0,No SL Hit
TCS.EQ-NSE,2024-05-02,3863.7,3950.0,46.2,0.05,2024-05-30,8361.156404482752,181.17348655433912,0,False,0,No SL Hit
TCS.EQ-NSE,2024-06-03,3706.0,3800.0,66.0,130.2,2024-06-27,-12126.281705342684,188.8828926065839,0,False,0,No SL Hit
INFY.EQ-NSE,2019-01-01,665.95,700.0,13.75,41.25,2019-01-21,-28906.0740295818,1051.1299647120654,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2019-02-01,756.7,790.0,9.05,0.1,2019-02-28,8279.370952821462,925.0693802035152,0,False,0,No SL Hit
INFY.EQ-NSE,2019-03-01,741.5,770.0,8.75,0.05,2019-03-28,8213.081591368846,944.0323668240054,0,False,0,No SL Hit
INFY.EQ-NSE,2019-04-01,754.0,780.0,16.4,0.05,2019-04-25,15179.045092838194,928.3819628647215,0,False,0,No SL Hit
INFY.EQ-NSE,2019-05-02,730.75,760.0,9.0,0.05,2019-05-30,8573.38351009237,957.9199452617174,0,False,0,No SL Hit
INFY.EQ-NSE,2019-06-03,745.15,770.0,4.4,0.05,2019-06-27,4086.4255519023022,939.4081728511038,0,False,0,No SL Hit
INFY.EQ-NSE,2019-07-01,731.7,760.0,11.25,33.75,2019-07-17,-21525.21525215252,956.676233429001,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2019-08-01,770.6,800.0,7.85,6.5,2019-08-29,1226.317155463275,908.3830781209447,0,False,0,No SL Hit
INFY.EQ-NSE,2019-09-03,812.7,840.0,8.45,0.05,2019-09-26,7235.1421188630475,861.3264427217915,0,False,0,No SL Hit
INFY.EQ-NSE,2019-10-01,794.0,830.0,12.75,0.05,2019-10-31,11196.473551637278,881.6120906801008,0,False,0,No SL Hit
INFY.EQ-NSE,2019-11-01,688.5,720.0,15.8,0.05,2019-11-28,16013.071895424837,1016.7029774872913,0,False,0,No SL Hit
INFY.EQ-NSE,2019-12-02,692.75,720.0,9.35,15.0,2019-12-26,-5709.130277878023,1010.4655359076146,0,False,0,No SL Hit
INFY.EQ-NSE,2020-01-01,739.35,770.0,12.0,10.9,2020-01-30,1041.4553323865555,946.7775748968688,0,False,0,No SL Hit
INFY.EQ-NSE,2020-02-03,767.1,790.0,10.1,0.05,2020-02-27,9170.903402424716,912.5277017338026,0,False,0,No SL Hit
INFY.EQ-NSE,2020-03-02,739.25,760.0,16.8,0.05,2020-03-26,15860.6695975651,946.9056476158269,0,False,0,No SL Hit
INFY.EQ-NSE,2020-04-01,604.0,640.0,28.6,80.0,2020-04-30,-59569.53642384106,1158.9403973509934,0,False,0,No SL Hit
INFY.EQ-NSE,2020-05-04,675.05,710.0,15.5,0.05,2020-05-28,16021.03547885342,1036.9602251685062,0,False,0,No SL Hit
INFY.EQ-NSE,2020-06-01,699.55,740.0,6.85,0.05,2020-06-25,6804.374240583233,1000.6432706740048,0,False,0,No SL Hit
INFY.EQ-NSE,2020-07-01,730.85,770.0,12.95,38.849999999999994,2020-07-13,-24806.731887528218,957.7888759663406,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2020-08-03,955.3,1010.0,14.7,0.05,2020-08-27,10734.847691824558,732.7541086569664,0,False,0,No SL Hit
INFY.EQ-NSE,2020-09-01,917.95,970.0,12.5,37.5,2020-09-16,-19064.219184051417,762.5687673620567,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2020-10-01,1018.7,1080.0,16.9,50.699999999999996,2020-10-08,-23225.67978796505,687.1502895847649,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2020-11-02,1068.7,1120.0,17.6,0.05,2020-11-26,11495.274632731354,655.0014035744362,0,False,0,No SL Hit
INFY.EQ-NSE,2020-12-01,1137.0,1200.0,16.0,48.0,2020-12-23,-19700.967458223397,615.6552330694811,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2021-01-01,1259.05,1320.0,30.05,90.15,2021-01-13,-33414.08204598706,555.9747428616814,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2021-02-01,1267.35,1340.0,16.3,0.05,2021-02-25,8975.421154377244,552.3336095001381,0,False,0,No SL Hit
INFY.EQ-NSE,2021-03-01,1271.0,1340.0,19.65,58.949999999999996,2021-03-12,-21644.37450826121,550.7474429583006,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2021-04-01,1386.0,1440.0,28.75,0.05,2021-04-29,14494.949494949495,505.050505050505,0,False,0,No SL Hit
INFY.EQ-NSE,2021-05-03,1349.0,1400.0,20.25,4.0,2021-05-27,8432.171979243883,518.9028910303929,0,False,0,No SL Hit
INFY.EQ-NSE,2021-06-01,1388.1,1440.0,16.35,49.050000000000004,2021-06-16,-16490.166414523454,504.28643469490675,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2021-07-01,1561.1,1620.0,21.7,0.05,2021-07-29,9707.898276856064,448.4017679841138,0,False,0,No SL Hit
INFY.EQ-NSE,2021-08-02,1632.0,1680.0,10.75,32.25,2021-08-13,-9221.813725490196,428.921568627451,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2021-09-01,1677.25,1740.0,17.6,0.05,2021-09-30,7324.489491727531,417.34982858846325,0,False,0,No SL Hit
INFY.EQ-NSE,2021-10-01,1665.6,1720.0,36.5,0.05,2021-10-28,15318.804034582136,420.26897214217104,0,False,0,No SL Hit
INFY.EQ-NSE,2021-11-01,1701.35,1740.0,32.35,0.05,2021-11-25,13289.446615922652,411.43797572515945,0,False,0,No SL Hit
INFY.EQ-NSE,2021-12-01,1717.9,1780.0,18.65,55.949999999999996,2021-12-03,-15198.789219395772,407.4742418068572,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2022-01-03,1899.0,1940.0,35.8,0.05,2022-01-27,13177.98841495524,368.61506055818853,0,False,0,No SL Hit
INFY.EQ-NSE,2022-02-01,1773.05,1820.0,22.15,0.05,2022-02-24,8725.078254984348,394.7999210400158,0,False,0,No SL Hit
INFY.EQ-NSE,2022-03-02,1702.55,1760.0,27.45,82.35,2022-03-09,-22572.024316466475,411.1479839064932,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2022-04-01,1906.8,1960.0,34.1,0.05,2022-04-28,12500.000000000002,367.1071953010279,0,False,0,No SL Hit
INFY.EQ-NSE,2022-05-02,1544.5,1600.0,20.9,0.05,2022-05-26,9449.660084169633,453.2211071544189,0,False,0,No SL Hit
INFY.EQ-NSE,2022-06-01,1487.1,1540.0,24.0,0.05,2022-06-30,11273.61979692018,470.7148140676485,0,False,0,No SL Hit
INFY.EQ-NSE,2022-07-01,1481.1,1540.0,21.5,0.05,2022-07-28,10137.735466882723,472.62170008777264,0,False,0,No SL Hit
INFY.EQ-NSE,2022-08-01,1551.5,1600.0,20.4,0.05,2022-08-25,9181.437318723814,451.1762810183693,0,False,0,No SL Hit
INFY.EQ-NSE,2022-09-01,1466.95,1520.0,22.9,0.05,2022-09-29,10903.575445652543,477.1805446675074,0,False,0,No SL Hit
INFY.EQ-NSE,2022-10-03,1394.65,1440.0,30.5,80.0,2022-10-27,-24844.943175707165,501.9180439536801,0,False,0,No SL Hit
INFY.EQ-NSE,2022-11-01,1572.0,1620.0,15.5,13.9,2022-11-24,712.4681933842238,445.29262086513995,0,False,0,No SL Hit
INFY.EQ-NSE,2022-12-01,1655.75,1720.0,17.1,0.05,2022-12-29,7208.213800392572,422.76913785293675,0,False,0,No SL Hit
INFY.EQ-NSE,2023-01-02,1524.4,1580.0,18.4,0.05,2023-01-25,8426.266071897138,459.1970611388087,0,False,0,No SL Hit
INFY.EQ-NSE,2023-02-01,1546.0,1600.0,13.4,0.05,2023-02-23,6044.631306597671,452.78137128072444,0,False,0,No SL Hit
INFY.EQ-NSE,2023-03-01,1496.5,1560.0,13.2,0.05,2023-03-29,6151.019044437019,467.75810223855666,0,False,0,No SL Hit
INFY.EQ-NSE,2023-04-03,1410.95,1460.0,19.25,0.05,2023-04-27,9525.497005563626,496.1196357064389,0,False,0,No SL Hit
INFY.EQ-NSE,2023-05-02,1278.2,1320.0,10.4,0.05,2023-05-25,5668.127053669222,547.6451259583789,0,False,0,No SL Hit
INFY.EQ-NSE,2023-06-02,1299.85,1340.0,10.9,0.05,2023-06-28,5842.981882524907,538.5236758087472,0,False,0,No SL Hit
INFY.EQ-NSE,2023-07-03,1333.0,1370.0,19.95,59.849999999999994,2023-07-14,-20952.738184546135,525.1312828207052,0,False,0,Intraday SL Hit
INFY.EQ-NSE,2023-08-02,1356.95,1410.0,12.4,26.0,2023-08-31,-7015.733814805261,515.8627805003869,0,False,0,No SL Hit
INFY.EQ-NSE,2023-09-01,1442.0,1490.0,9.3,27.900000000000002,2023-09-12,-9029.126213592233,485.43689320388347,0,False,0,Intraday SL Hit
